City,State,Country,Confirmed,Dead,Recovered
Green,Wisconsin,US,11,0,0
,Nevada,US,4539,205,0
Mineral,Nevada,US,2,0,0
Storey,Nevada,US,0,0,0
Lander,Nevada,US,1,0,0
Humboldt,Nevada,US,35,2,0
Lyon,Nevada,US,23,0,0
Churchill,Nevada,US,3,0,0
Elko,Nevada,US,12,1,0
Pershing,Nevada,US,0,0,0
Clark,Nevada,US,3570,174,0
Douglas,Nevada,US,18,0,0
White Pine,Nevada,US,3,0,0
Washoe,Nevada,US,791,27,0
Carson City,Nevada,US,34,1,0
Esmeralda,Nevada,US,0,0,0
Unassigned,Nevada,US,16,0,0
Nye,Nevada,US,31,0,0
Lincoln,Nevada,US,0,0,0
Eureka,Nevada,US,0,0,0
Out of NV,Nevada,US,0,0,0
,District of Columbia,US,3699,165,0
District of Columbia,District of Columbia,US,3699,165,0
Out of DC,District of Columbia,US,0,0,0
Unassigned,District of Columbia,US,0,0,0
,New York,US,282143,22009,0
Franklin,New York,US,14,0,0
Westchester,New York,US,27231,920,0
Out of NY,New York,US,0,0,0
Tioga,New York,US,71,5,0
Wyoming,New York,US,57,5,0
Erie,New York,US,2773,198,0
Rockland,New York,US,11091,453,0
Orange,New York,US,7973,274,0
Genesee,New York,US,141,3,0
Cayuga,New York,US,47,1,0
Orleans,New York,US,75,7,0
Chemung,New York,US,103,1,0
Albany,New York,US,899,31,0
Herkimer,New York,US,56,3,0
Seneca,New York,US,36,0,0
Onondaga,New York,US,664,25,0
Montgomery,New York,US,46,1,0
Steuben,New York,US,204,33,0
Delaware,New York,US,58,4,0
Oneida,New York,US,364,11,0
Clinton,New York,US,54,4,0
Wayne,New York,US,65,0,0
Tompkins,New York,US,126,0,0
Columbia,New York,US,140,13,0
Niagara,New York,US,344,21,0
Suffolk,New York,US,31368,1042,0
Sullivan,New York,US,689,17,0
Ulster,New York,US,1166,23,0
Unassigned,New York,US,0,0,0
Ontario,New York,US,82,9,0
Rensselaer,New York,US,221,11,0
Richmond,New York,US,0,0,0
Fulton,New York,US,61,0,0
Madison,New York,US,121,5,0
Nassau,New York,US,33798,1558,0
Schoharie,New York,US,33,0,0
Cattaraugus,New York,US,45,0,0
Kings,New York,US,0,0,0
Washington,New York,US,113,2,0
Chenango,New York,US,91,0,0
Warren,New York,US,132,0,0
Schuyler,New York,US,7,0,0
Hamilton,New York,US,3,0,0
Otsego,New York,US,60,4,0
Cortland,New York,US,28,0,0
Essex,New York,US,24,0,0
Bronx,New York,US,0,0,0
Chautauqua,New York,US,27,3,0
New York,New York,US,155113,17126,0
Oswego,New York,US,57,2,0
Putnam,New York,US,885,7,0
Saratoga,New York,US,320,11,0
Schenectady,New York,US,431,15,0
Dutchess,New York,US,2660,35,0
Jefferson,New York,US,59,0,0
Livingston,New York,US,58,5,0
Monroe,New York,US,1285,96,0
Yates,New York,US,16,1,0
Allegany,New York,US,35,2,0
Queens,New York,US,0,0,0
Broome,New York,US,251,17,0
Lewis,New York,US,9,0,0
St. Lawrence,New York,US,156,0,0
Greene,New York,US,107,5,0
,Rhode Island,US,7129,215,0
Newport,Rhode Island,US,130,0,0
Kent,Rhode Island,US,496,0,0
Providence,Rhode Island,US,4916,0,0
Bristol,Rhode Island,US,107,0,0
Unassigned,Rhode Island,US,1198,215,0
Washington,Rhode Island,US,282,0,0
Out of RI,Rhode Island,US,0,0,0
,Hawaii,US,605,13,0
Kalawao,Hawaii,US,0,0,0
Honolulu,Hawaii,US,395,8,0
Hawaii,Hawaii,US,69,0,0
Out of HI,Hawaii,US,7,0,0
Kauai,Hawaii,US,21,0,0
Unassigned,Hawaii,US,0,0,0
Maui,Hawaii,US,113,5,0
,South Dakota,US,2147,10,0
Ziebach,South Dakota,US,0,0,0
Hughes,South Dakota,US,7,0,0
Bon Homme,South Dakota,US,4,0,0
Meade,South Dakota,US,1,0,0
Out of SD,South Dakota,US,0,0,0
Jackson,South Dakota,US,0,0,0
Lake,South Dakota,US,4,0,0
Pennington,South Dakota,US,11,1,0
Spink,South Dakota,US,3,0,0
Aurora,South Dakota,US,1,0,0
Bennett,South Dakota,US,0,0,0
Hanson,South Dakota,US,0,0,0
Potter,South Dakota,US,0,0,0
Custer,South Dakota,US,0,0,0
Lincoln,South Dakota,US,125,0,0
Buffalo,South Dakota,US,0,0,0
Tripp,South Dakota,US,0,0,0
Edmunds,South Dakota,US,0,0,0
Yankton,South Dakota,US,26,0,0
Clay,South Dakota,US,5,0,0
Campbell,South Dakota,US,0,0,0
Marshall,South Dakota,US,1,0,0
Roberts,South Dakota,US,4,0,0
Hand,South Dakota,US,0,0,0
Miner,South Dakota,US,1,0,0
Hutchinson,South Dakota,US,2,0,0
Douglas,South Dakota,US,0,0,0
Moody,South Dakota,US,2,0,0
Unassigned,South Dakota,US,0,0,0
Brown,South Dakota,US,30,0,0
Charles Mix,South Dakota,US,4,0,0
Haakon,South Dakota,US,0,0,0
Walworth,South Dakota,US,5,0,0
Dewey,South Dakota,US,0,0,0
Minnehaha,South Dakota,US,1796,5,0
Corson,South Dakota,US,1,0,0
Butte,South Dakota,US,0,0,0
Gregory,South Dakota,US,0,0,0
Harding,South Dakota,US,0,0,0
Oglala Lakota,South Dakota,US,1,0,0
Union,South Dakota,US,12,0,0
Hyde,South Dakota,US,1,0,0
Brookings,South Dakota,US,11,0,0
Jones,South Dakota,US,0,0,0
Clark,South Dakota,US,1,0,0
Stanley,South Dakota,US,1,0,0
Fall River,South Dakota,US,1,0,0
Davison,South Dakota,US,5,0,0
Grant,South Dakota,US,0,0,0
Beadle,South Dakota,US,21,2,0
Mellette,South Dakota,US,0,0,0
Perkins,South Dakota,US,0,0,0
McCook,South Dakota,US,4,1,0
Lawrence,South Dakota,US,9,0,0
Brule,South Dakota,US,0,0,0
Lyman,South Dakota,US,2,0,0
Kingsbury,South Dakota,US,0,0,0
McPherson,South Dakota,US,1,0,0
Sanborn,South Dakota,US,3,0,0
Codington,South Dakota,US,14,0,0
Faulk,South Dakota,US,1,0,0
Deuel,South Dakota,US,1,0,0
Turner,South Dakota,US,15,0,0
Jerauld,South Dakota,US,6,1,0
Hamlin,South Dakota,US,2,0,0
Todd,South Dakota,US,1,0,0
Day,South Dakota,US,0,0,0
Sully,South Dakota,US,1,0,0
,Minnesota,US,3446,244,0
Big Stone,Minnesota,US,2,0,0
Kanabec,Minnesota,US,0,0,0
Morrison,Minnesota,US,1,0,0
Fillmore,Minnesota,US,12,1,0
Crow Wing,Minnesota,US,20,0,0
Jackson,Minnesota,US,7,0,0
Lake,Minnesota,US,0,0,0
Pennington,Minnesota,US,1,0,0
Pipestone,Minnesota,US,2,0,0
Chisago,Minnesota,US,7,1,0
Carver,Minnesota,US,16,0,0
Traverse,Minnesota,US,2,0,0
Mower,Minnesota,US,28,0,0
Lake of the Woods,Minnesota,US,0,0,0
McLeod,Minnesota,US,3,0,0
Waseca,Minnesota,US,3,0,0
Lincoln,Minnesota,US,2,0,0
Watonwan,Minnesota,US,5,0,0
Clay,Minnesota,US,113,7,0
Rock,Minnesota,US,5,0,0
Kandiyohi,Minnesota,US,28,0,0
Becker,Minnesota,US,2,0,0
Wadena,Minnesota,US,0,0,0
Blue Earth,Minnesota,US,27,0,0
Meeker,Minnesota,US,4,0,0
Marshall,Minnesota,US,1,0,0
Le Sueur,Minnesota,US,22,0,0
Steele,Minnesota,US,12,0,0
Hennepin,Minnesota,US,1287,155,0
Douglas,Minnesota,US,2,0,0
Wabasha,Minnesota,US,8,0,0
Pine,Minnesota,US,45,0,0
Isanti,Minnesota,US,7,0,0
Wilkin,Minnesota,US,11,3,0
Unassigned,Minnesota,US,5,0,0
Swift,Minnesota,US,1,0,0
Nobles,Minnesota,US,325,1,0
Brown,Minnesota,US,8,1,0
Cass,Minnesota,US,5,0,0
Faribault,Minnesota,US,4,0,0
Dodge,Minnesota,US,19,0,0
Cook,Minnesota,US,0,0,0
Wright,Minnesota,US,33,1,0
Murray,Minnesota,US,8,0,0
Aitkin,Minnesota,US,1,0,0
Washington,Minnesota,US,112,7,0
Redwood,Minnesota,US,1,0,0
Mille Lacs,Minnesota,US,1,1,0
Koochiching,Minnesota,US,1,0,0
Winona,Minnesota,US,66,13,0
Out of MN,Minnesota,US,0,0,0
Carlton,Minnesota,US,47,0,0
Roseau,Minnesota,US,1,0,0
St. Louis,Minnesota,US,61,10,0
Olmsted,Minnesota,US,238,6,0
Ramsey,Minnesota,US,261,20,0
Anoka,Minnesota,US,150,3,0
Rice,Minnesota,US,9,1,0
Yellow Medicine,Minnesota,US,3,0,0
Grant,Minnesota,US,0,0,0
Norman,Minnesota,US,7,0,0
Stevens,Minnesota,US,0,0,0
Clearwater,Minnesota,US,2,0,0
Lyon,Minnesota,US,6,0,0
Otter Tail,Minnesota,US,8,0,0
Chippewa,Minnesota,US,2,0,0
Benton,Minnesota,US,4,0,0
Martin,Minnesota,US,42,4,0
Renville,Minnesota,US,3,0,0
Sibley,Minnesota,US,1,0,0
Kittson,Minnesota,US,1,0,0
Stearns,Minnesota,US,38,0,0
Beltrami,Minnesota,US,6,0,0
Mahnomen,Minnesota,US,1,0,0
Pope,Minnesota,US,0,0,0
Goodhue,Minnesota,US,19,0,0
Cottonwood,Minnesota,US,6,0,0
Sherburne,Minnesota,US,15,0,0
Polk,Minnesota,US,20,0,0
Itasca,Minnesota,US,2,0,0
Freeborn,Minnesota,US,33,0,0
Dakota,Minnesota,US,138,6,0
Hubbard,Minnesota,US,0,0,0
Lac qui Parle,Minnesota,US,1,0,0
Todd,Minnesota,US,3,0,0
Nicollet,Minnesota,US,9,2,0
Houston,Minnesota,US,1,0,0
Red Lake,Minnesota,US,1,0,0
Scott,Minnesota,US,32,1,0
,New Jersey,US,105498,5914,0
Camden,New Jersey,US,2870,118,0
Bergen,New Jersey,US,14738,954,0
Hudson,New Jersey,US,13367,706,0
Passaic,New Jersey,US,10738,416,0
Cumberland,New Jersey,US,504,6,0
Monmouth,New Jersey,US,5521,287,0
Union,New Jersey,US,11523,563,0
Hunterdon,New Jersey,US,505,23,0
Cape May,New Jersey,US,261,18,0
Warren,New Jersey,US,750,63,0
Out of NJ,New Jersey,US,0,0,0
Burlington,New Jersey,US,2153,88,0
Gloucester,New Jersey,US,949,30,0
Middlesex,New Jersey,US,10075,431,0
Ocean,New Jersey,US,5811,317,0
Salem,New Jersey,US,177,6,0
Unassigned,New Jersey,US,532,0,0
Essex,New Jersey,US,12520,1019,0
Morris,New Jersey,US,4821,347,0
Atlantic,New Jersey,US,596,29,0
Sussex,New Jersey,US,812,91,0
Somerset,New Jersey,US,3030,219,0
Mercer,New Jersey,US,3245,183,0
,Michigan,US,37074,3155,0
Dickinson,Michigan,US,3,2,0
Baraga,Michigan,US,0,0,0
Shiawassee,Michigan,US,130,7,0
Leelanau,Michigan,US,9,0,0
Kalamazoo,Michigan,US,280,11,0
Grand Traverse,Michigan,US,19,5,0
Jackson,Michigan,US,323,16,0
Lake,Michigan,US,2,0,0
Oakland,Michigan,US,6881,612,0
Genesee,Michigan,US,1452,157,0
Osceola,Michigan,US,8,0,0
Roscommon,Michigan,US,13,0,0
Manistee,Michigan,US,12,0,0
Newaygo,Michigan,US,14,0,0
St. Clair,Michigan,US,297,18,0
Ottawa,Michigan,US,173,8,0
Montmorency,Michigan,US,6,0,0
Gratiot,Michigan,US,8,1,0
Iosco,Michigan,US,29,4,0
Ontonagon,Michigan,US,0,0,0
Alpena,Michigan,US,60,2,0
Marquette,Michigan,US,41,7,0
Lenawee,Michigan,US,82,0,0
Benzie,Michigan,US,4,0,0
Huron,Michigan,US,11,0,0
Federal Correctional Institution (FCI),Michigan,US,74,0,0
Clinton,Michigan,US,106,9,0
Sanilac,Michigan,US,34,4,0
Allegan,Michigan,US,65,1,0
Wayne,Michigan,US,15407,1443,0
Oceana,Michigan,US,4,1,0
Midland,Michigan,US,51,3,0
Montcalm,Michigan,US,29,1,0
Mason,Michigan,US,5,0,0
Barry,Michigan,US,29,1,0
Ionia,Michigan,US,41,2,0
Unassigned,Michigan,US,9,1,0
Mecosta,Michigan,US,14,1,0
Arenac,Michigan,US,16,1,0
Washtenaw,Michigan,US,1002,50,0
Berrien,Michigan,US,213,12,0
Oscoda,Michigan,US,4,0,0
Antrim,Michigan,US,10,0,0
Cheboygan,Michigan,US,17,1,0
Cass,Michigan,US,26,2,0
Ingham,Michigan,US,395,9,0
Clare,Michigan,US,10,1,0
Gogebic,Michigan,US,4,1,0
Iron,Michigan,US,0,0,0
St. Joseph,Michigan,US,27,1,0
Lapeer,Michigan,US,163,23,0
Houghton,Michigan,US,2,0,0
Schoolcraft,Michigan,US,3,0,0
Missaukee,Michigan,US,15,1,0
Out of MI,Michigan,US,19,1,0
Branch,Michigan,US,47,2,0
Mackinac,Michigan,US,5,0,0
Otsego,Michigan,US,84,7,0
Van Buren,Michigan,US,34,2,0
Saginaw,Michigan,US,545,43,0
Gladwin,Michigan,US,10,1,0
Macomb,Michigan,US,5139,517,0
Alcona,Michigan,US,4,0,0
Hillsdale,Michigan,US,109,14,0
Kent,Michigan,US,929,32,0
Calhoun,Michigan,US,191,10,0
Muskegon,Michigan,US,213,13,0
Tuscola,Michigan,US,81,13,0
Charlevoix,Michigan,US,13,1,0
Livingston,Michigan,US,315,14,0
Wexford,Michigan,US,8,1,0
Chippewa,Michigan,US,2,0,0
Monroe,Michigan,US,267,11,0
Emmet,Michigan,US,21,2,0
Kalkaska,Michigan,US,17,2,0
Eaton,Michigan,US,114,5,0
Menominee,Michigan,US,3,0,0
Alger,Michigan,US,0,0,0
Luce,Michigan,US,1,0,0
Michigan Department of Corrections (MDOC),Michigan,US,1026,31,0
Delta,Michigan,US,12,2,0
Crawford,Michigan,US,46,3,0
Isabella,Michigan,US,55,7,0
Keweenaw,Michigan,US,0,0,0
Bay,Michigan,US,114,2,0
Presque Isle,Michigan,US,10,0,0
Ogemaw,Michigan,US,8,0,0
,New Mexico,US,2660,93,0
Curry,New Mexico,US,11,0,0
Guadalupe,New Mexico,US,12,0,0
Cibola,New Mexico,US,39,2,0
Rio Arriba,New Mexico,US,12,0,0
Harding,New Mexico,US,1,0,0
Sierra,New Mexico,US,0,0,0
Dona Ana,New Mexico,US,110,1,0
Union,New Mexico,US,1,0,0
San Miguel,New Mexico,US,2,0,0
Chaves,New Mexico,US,22,1,0
Mora,New Mexico,US,0,0,0
Taos,New Mexico,US,17,0,0
Torrance,New Mexico,US,13,0,0
Quay,New Mexico,US,4,1,0
Lincoln,New Mexico,US,2,0,0
McKinley,New Mexico,US,708,9,0
Colfax,New Mexico,US,5,0,0
Roosevelt,New Mexico,US,6,0,0
Sandoval,New Mexico,US,365,10,0
Grant,New Mexico,US,14,0,0
San Juan,New Mexico,US,435,33,0
Lea,New Mexico,US,10,0,0
Hidalgo,New Mexico,US,0,0,0
Santa Fe,New Mexico,US,95,0,0
Socorro,New Mexico,US,40,1,0
Otero,New Mexico,US,4,0,0
Eddy,New Mexico,US,11,1,0
Out of NM,New Mexico,US,0,0,0
Luna,New Mexico,US,3,0,0
Catron,New Mexico,US,1,1,0
Los Alamos,New Mexico,US,6,0,0
Unassigned,New Mexico,US,0,0,0
Bernalillo,New Mexico,US,670,33,0
Valencia,New Mexico,US,41,0,0
De Baca,New Mexico,US,0,0,0
,New Hampshire,US,1797,53,0
Coos,New Hampshire,US,2,0,0
Out of NH,New Hampshire,US,0,0,0
Carroll,New Hampshire,US,30,0,0
Cheshire,New Hampshire,US,36,0,0
Belknap,New Hampshire,US,31,0,0
Strafford,New Hampshire,US,129,0,0
Sullivan,New Hampshire,US,11,0,0
Hillsborough,New Hampshire,US,780,2,0
Merrimack,New Hampshire,US,129,0,0
Unassigned,New Hampshire,US,9,50,0
Grafton,New Hampshire,US,47,0,0
Rockingham,New Hampshire,US,593,1,0
,Louisiana,US,26512,1707,0
Franklin,Louisiana,US,113,2,0
Claiborne,Louisiana,US,52,5,0
Ouachita,Louisiana,US,609,16,0
Tangipahoa,Louisiana,US,526,21,0
Evangeline,Louisiana,US,45,0,0
Jackson,Louisiana,US,25,0,0
Sabine,Louisiana,US,13,0,0
Cameron,Louisiana,US,3,0,0
Richland,Louisiana,US,48,0,0
Pointe Coupee,Louisiana,US,89,11,0
St. Landry,Louisiana,US,163,34,0
St. Helena,Louisiana,US,27,1,0
Terrebonne,Louisiana,US,366,26,0
Beauregard,Louisiana,US,35,3,0
Iberia,Louisiana,US,240,15,0
Winn,Louisiana,US,20,2,0
Lincoln,Louisiana,US,69,4,0
Orleans,Louisiana,US,6297,399,0
Jefferson Davis,Louisiana,US,59,5,0
Concordia,Louisiana,US,30,3,0
Iberville,Louisiana,US,433,26,0
Rapides,Louisiana,US,239,8,0
Allen,Louisiana,US,82,9,0
Out of LA,Louisiana,US,0,0,0
West Feliciana,Louisiana,US,97,3,0
Plaquemines,Louisiana,US,168,16,0
St. Tammany,Louisiana,US,1138,93,0
Vermilion,Louisiana,US,34,1,0
St. John the Baptist,Louisiana,US,747,64,0
Webster,Louisiana,US,82,4,0
St. Charles,Louisiana,US,540,35,0
Acadia,Louisiana,US,130,7,0
Bienville,Louisiana,US,70,13,0
Catahoula,Louisiana,US,25,2,0
Unassigned,Louisiana,US,63,63,0
Natchitoches,Louisiana,US,73,2,0
West Baton Rouge,Louisiana,US,92,15,0
Madison,Louisiana,US,7,0,0
Ascension,Louisiana,US,557,35,0
East Feliciana,Louisiana,US,107,11,0
Calcasieu,Louisiana,US,360,26,0
St. Bernard,Louisiana,US,443,15,0
Avoyelles,Louisiana,US,69,7,0
Morehouse,Louisiana,US,46,4,0
Union,Louisiana,US,102,6,0
Washington,Louisiana,US,241,14,0
Assumption,Louisiana,US,172,3,0
St. Martin,Louisiana,US,219,14,0
Tensas,Louisiana,US,1,0,0
St. Mary,Louisiana,US,178,20,0
East Carroll,Louisiana,US,6,0,0
LaSalle,Louisiana,US,18,0,0
East Baton Rouge,Louisiana,US,1720,114,0
Grant,Louisiana,US,11,0,0
St. James,Louisiana,US,237,18,0
West Carroll,Louisiana,US,4,0,0
Bossier,Louisiana,US,265,12,0
Jefferson,Louisiana,US,6007,325,0
Livingston,Louisiana,US,177,11,0
Caldwell,Louisiana,US,17,0,0
Lafourche,Louisiana,US,610,39,0
Caddo,Louisiana,US,1432,92,0
Vernon,Louisiana,US,16,2,0
Lafayette,Louisiana,US,442,17,0
Red River,Louisiana,US,22,4,0
De Soto,Louisiana,US,184,10,0
,Ohio,US,15587,711,0
Franklin,Ohio,US,1839,50,0
Tuscarawas,Ohio,US,48,0,0
Preble,Ohio,US,25,1,0
Paulding,Ohio,US,8,0,0
Coshocton,Ohio,US,16,0,0
Columbiana,Ohio,US,219,18,0
Belmont,Ohio,US,101,6,0
Erie,Ohio,US,47,3,0
Jackson,Ohio,US,4,0,0
Lake,Ohio,US,157,7,0
Summit,Ohio,US,475,35,0
Fayette,Ohio,US,13,0,0
Richland,Ohio,US,77,1,0
Knox,Ohio,US,15,1,0
Out of OH,Ohio,US,0,0,0
Cuyahoga,Ohio,US,1867,91,0
Perry,Ohio,US,12,0,0
Medina,Ohio,US,153,13,0
Pike,Ohio,US,3,0,0
Hardin,Ohio,US,23,0,0
Ottawa,Ohio,US,37,0,0
Sandusky,Ohio,US,20,2,0
Seneca,Ohio,US,12,1,0
Gallia,Ohio,US,6,1,0
Noble,Ohio,US,4,0,0
Montgomery,Ohio,US,256,8,0
Muskingum,Ohio,US,11,0,0
Huron,Ohio,US,27,1,0
Athens,Ohio,US,3,1,0
Allen,Ohio,US,108,17,0
Delaware,Ohio,US,138,3,0
Clinton,Ohio,US,27,0,0
Van Wert,Ohio,US,3,0,0
Meigs,Ohio,US,2,0,0
Wayne,Ohio,US,100,20,0
Harrison,Ohio,US,2,0,0
Logan,Ohio,US,18,0,0
Lorain,Ohio,US,374,19,0
Shelby,Ohio,US,30,1,0
Unassigned,Ohio,US,0,0,0
Clermont,Ohio,US,77,2,0
Holmes,Ohio,US,5,1,0
Fulton,Ohio,US,19,0,0
Brown,Ohio,US,11,1,0
Madison,Ohio,US,51,3,0
Auglaize,Ohio,US,30,3,0
Vinton,Ohio,US,0,0,0
Hancock,Ohio,US,34,1,0
Ashtabula,Ohio,US,107,10,0
Union,Ohio,US,18,0,0
Washington,Ohio,US,93,8,0
Mahoning,Ohio,US,721,66,0
Warren,Ohio,US,131,10,0
Morgan,Ohio,US,4,0,0
Clark,Ohio,US,32,1,0
Williams,Ohio,US,27,1,0
Licking,Ohio,US,108,4,0
Hamilton,Ohio,US,975,54,0
Scioto,Ohio,US,6,0,0
Champaign,Ohio,US,12,1,0
Defiance,Ohio,US,19,1,0
Ross,Ohio,US,35,1,0
Morrow,Ohio,US,26,0,0
Butler,Ohio,US,216,4,0
Henry,Ohio,US,4,0,0
Ashland,Ohio,US,5,0,0
Highland,Ohio,US,8,0,0
Putnam,Ohio,US,51,5,0
Pickaway,Ohio,US,1662,5,0
Darke,Ohio,US,75,12,0
Wood,Ohio,US,132,16,0
Adams,Ohio,US,4,0,0
Jefferson,Ohio,US,35,1,0
Lawrence,Ohio,US,22,0,0
Portage,Ohio,US,214,31,0
Geauga,Ohio,US,128,14,0
Lucas,Ohio,US,1033,59,0
Monroe,Ohio,US,2,0,0
Miami,Ohio,US,135,25,0
Carroll,Ohio,US,20,1,0
Guernsey,Ohio,US,15,0,0
Trumbull,Ohio,US,287,23,0
Crawford,Ohio,US,39,0,0
Wyandot,Ohio,US,24,2,0
Fairfield,Ohio,US,110,2,0
Marion,Ohio,US,2172,4,0
Hocking,Ohio,US,11,1,0
Stark,Ohio,US,303,34,0
Greene,Ohio,US,41,3,0
Mercer,Ohio,US,18,1,0
,,Antigua and Barbuda,24,3,11
,,Colombia,5142,233,1067
,,Ecuador,22719,576,1366
,,Western Sahara,6,0,5
,,Hungary,2443,262,458
,,South Sudan,5,0,0
,,Japan,13231,360,1656
,,Moldova,3304,94,825
,,Belarus,9590,67,1573
,,Mauritius,331,9,295
,,Albania,712,27,403
,,New Zealand,1470,18,1142
,,Eswatini,56,1,10
,,Senegal,614,7,276
,,Honduras,627,59,65
,,Italy,195351,26384,63120
,,Ethiopia,122,3,29
,,Haiti,72,6,6
,,Afghanistan,1463,47,188
,,Burundi,11,1,4
,,Singapore,12693,12,1002
,,Czechia,7352,218,2453
,,Egypt,4319,307,1114
,,American Samoa,0,0,0
,,Sierra Leone,82,2,10
,,Bolivia,866,46,54
,,Malta,448,4,249
,,Russia,74588,681,6250
,,Saudi Arabia,16299,136,2215
,,Netherlands,37384,4424,102
,Sint Eustatius and Saba,Netherlands,5,0,0
Bonaire,Sint Eustatius and Saba,Netherlands,5,0,0
,Aruba,Netherlands,100,2,69
,Sint Maarten,Netherlands,73,12,22
,Curacao,Netherlands,16,1,11
,,Pakistan,12723,269,2866
,,Kosovo,510,12,93
,,Gambia,10,1,8
,,China,83909,4636,78175
,Gansu,China,139,2,137
,Hong Kong,China,1037,4,753
,Anhui,China,991,6,985
,Jiangxi,China,937,1,936
,Macau,China,45,0,28
,Shaanxi,China,286,3,253
,Tibet,China,1,0,1
,Fujian,China,355,1,349
,Hainan,China,168,6,162
,Tianjin,China,190,3,182
,Xinjiang,China,76,3,73
,Sichuan,China,561,3,558
,Hubei,China,68128,4512,63604
,Jilin,China,109,1,99
,Zhejiang,China,1268,1,1257
,Chongqing,China,579,6,573
,Heilongjiang,China,935,13,511
,Shanxi,China,197,0,154
,Guangdong,China,1586,8,1542
,Liaoning,China,146,2,143
,Hunan,China,1019,4,1015
,Inner Mongolia,China,198,1,121
,Shanghai,China,642,7,558
,Shandong,China,787,7,767
,Yunnan,China,185,2,181
,Guizhou,China,147,2,145
,Ningxia,China,75,0,75
,Hebei,China,328,6,318
,Beijing,China,593,8,525
,Guangxi,China,254,2,252
,Henan,China,1276,22,1254
,Jiangsu,China,653,0,646
,Qinghai,China,18,0,18
,,Ireland,18561,1063,9233
,,Qatar,9358,10,929
,,Slovakia,1373,17,386
,,France,161644,22648,45372
,Reunion,France,417,0,300
,French Guiana,France,111,1,87
,Saint Barthelemy,France,6,0,6
,Guadeloupe,France,149,12,82
,Mayotte,France,380,4,144
,Martinique,France,175,14,77
,St Martin,France,38,3,24
,Saint Pierre and Miquelon,France,1,0,0
,New Caledonia,France,18,0,17
,French Polynesia,France,57,0,41
,,Lithuania,1426,41,460
,,Serbia,6630,125,870
,,Bosnia and Herzegovina,1486,57,592
,,Kyrgyzstan,665,8,345
,,Bhutan,7,0,3
,,Romania,10635,601,2890
,,Togo,96,6,62
,,Niger,684,27,325
,,Philippines,7294,494,792
,,Cote d'Ivoire,1077,14,419
,,Rwanda,183,0,88
,,Congo (Kinshasa),416,28,49
,,Uzbekistan,1862,8,707
,,Burma,146,5,10
,,Bangladesh,4998,140,113
,,Barbados,79,6,31
,,Nicaragua,12,3,7
,,Norway,7499,201,32
,,Saint Vincent and the Grenadines,14,0,5
,,Botswana,22,1,0
,,Denmark,8643,418,5858
,Faroe Islands,Denmark,187,0,178
,Greenland,Denmark,11,0,11
,,Dominican Republic,5926,273,822
,,Mexico,13842,1305,7149
,,Uganda,75,0,46
,,Zimbabwe,31,4,2
,,Suriname,10,1,7
,,Montenegro,320,6,153
,,Indonesia,8607,720,1042
,,Dominica,16,0,13
